time,volume,open,low,high,close,t_plus,longs,shorts,entry,returns,holding,direction
2021-12-25 04:00:00,28103.5198,4038.7,4019.02,4062.93,4052.91,4052.91,0,0,0,0.0,0,0
2021-12-25 08:00:00,24362.6574,4052.91,4021.94,4062.78,4051.59,4051.74,0,0,0,0.0,0,0
2021-12-25 12:00:00,37555.5951,4051.74,4049.84,4104.08,4079.04,4079.04,0,0,0,0.0,0,0
2021-12-25 16:00:00,43967.379,4079.04,4037.0,4100.0,4076.89,4076.91,0,0,0,0.0,0,0
2021-12-25 20:00:00,41777.2499,4076.91,4073.73,4137.91,4094.83,4094.36,0,0,0,0.0,0,0
2021-12-26 00:00:00,46470.2858,4094.36,4005.78,4102.44,4013.21,4013.39,0,0,0,0.0,0,0
2021-12-26 04:00:00,27073.2055,4013.39,4000.0,4040.02,4037.27,4037.28,0,0,0,0.0,0,0
2021-12-26 08:00:00,31658.6708,4037.28,4012.0,4060.01,4033.01,4033.2,0,0,0,0.0,0,0
2021-12-26 12:00:00,29686.2293,4033.2,4021.39,4068.0,4053.85,4053.84,0,0,0,0.0,0,0
2021-12-26 16:00:00,20674.5687,4053.84,4048.23,4081.0,4076.1,4076.11,0,0,0,0.0,0,0
2021-12-26 20:00:00,33746.2949,4076.11,4042.69,4105.0,4063.56,4063.57,0,0,0,0.0,0,0
2021-12-27 00:00:00,31512.0733,4063.57,4047.37,4087.56,4080.09,4080.1,0,0,0,0.0,0,0
2021-12-27 04:00:00,29178.2667,4080.1,4048.0,4080.45,4051.01,4051.02,0,0,0,0.0,0,0
2021-12-27 08:00:00,29702.275,4051.02,4031.8,4065.97,4060.22,4060.23,0,0,0,0.0,0,0
2021-12-27 12:00:00,52697.9212,4060.23,4043.42,4115.0,4092.73,4092.74,0,0,0,0.0,0,0
